2000-01-03 | Bull | 102.9 / 3.4% | HEAD 3% | TAIL 33% | B/ATR nan
2015-02-25 | Bull | 59.1 / 0.3% | HEAD 106% | TAIL 94% | B/ATR 0.2
2015-02-26 | Bull | 59.42 / 0.3% | HEAD 47% | TAIL 240% | B/ATR 0.2
2015-02-27 | Bear | 58.8 / -1.2% | HEAD 0% | TAIL 12% | B/ATR 0.7
2015-03-02 | Bull | 59.94 / 1.5% | HEAD 6% | TAIL 13% | B/ATR 0.9
2015-03-03 | Bear | 58.57 / -2.1% | HEAD 1% | TAIL 6% | B/ATR 1.3
2015-03-04 | Bear | 58.32 / -0.3% | HEAD 75% | TAIL 230% | B/ATR 0.2
2015-03-05 | Bull | 58.34 / 0.1% | HEAD 1125% | TAIL 700% | B/ATR 0.0
2015-03-06 | Bear | 57.64 / -1.0% | HEAD 20% | TAIL 34% | B/ATR 0.6
2015-03-09 | Bull | 58.42 / 1.1% | HEAD 31% | TAIL 23% | B/ATR 0.7
2015-03-10 | Bear | 57.1 / -1.3% | HEAD 43% | TAIL 4% | B/ATR 0.8
2015-03-11 | Bear | 57.17 / -0.5% | HEAD 131% | TAIL 19% | B/ATR 0.3
2015-03-12 | Bull | 57.22 / 1.3% | HEAD 17% | TAIL 21% | B/ATR 0.8
2015-03-13 | Bear | 57.115 / -0.5% | HEAD 40% | TAIL 184% | B/ATR 0.3
2015-03-16 | Bull | 58.33 / 1.5% | HEAD 13% | TAIL 14% | B/ATR 0.9
2015-03-17 | Bear | 57.97 / -0.4% | HEAD 18% | TAIL 223% | B/ATR 0.2
2015-03-18 | Bull | 58.3 / 0.2% | HEAD 300% | TAIL 954% | B/ATR 0.1
2015-03-19 | Bull | 58.525 / 0.3% | HEAD 117% | TAIL 149% | B/ATR 0.2
2015-03-20 | Bull | 59.28 / 0.6% | HEAD 66% | TAIL 45% | B/ATR 0.4
2015-03-23 | Bear | 58.66 / -0.9% | HEAD 15% | TAIL 6% | B/ATR 0.5
2015-03-24 | Bear | 58.44 / -0.6% | HEAD 66% | TAIL 9% | B/ATR 0.4
2015-03-25 | Bear | 55.73 / -4.6% | HEAD 7% | TAIL 0% | B/ATR 2.8
2015-03-26 | Bull | 55.8 / 1.3% | HEAD 63% | TAIL 66% | B/ATR 0.7
2015-03-27 | Bull | 56.76 / 1.8% | HEAD 42% | TAIL 21% | B/ATR 1.0
2015-03-30 | Bull | 58.0 / 1.6% | HEAD 13% | TAIL 29% | B/ATR 0.9
2015-03-31 | Bear | 57.185 / -1.0% | HEAD 31% | TAIL 19% | B/ATR 0.6
2015-04-01 | Bear | 56.535 / -0.9% | HEAD 35% | TAIL 59% | B/ATR 0.5
2015-04-02 | Bull | 56.72 / 0.1% | HEAD 1200% | TAIL 650% | B/ATR 0.0
2015-04-06 | Bull | 56.81 / 1.1% | HEAD 55% | TAIL 53% | B/ATR 0.6
2015-04-07 | Bull | 56.94 / 0.4% | HEAD 196% | TAIL 48% | B/ATR 0.3
2015-04-08 | Bull | 56.97 / 0.3% | HEAD 188% | TAIL 141% | B/ATR 0.2
2015-04-09 | Bull | 57.78 / 1.9% | HEAD 6% | TAIL 18% | B/ATR 1.1
2015-04-10 | Bear | 57.7 / -0.2% | HEAD 15% | TAIL 123% | B/ATR 0.1
2015-04-13 | Bear | 57.205 / -1.1% | HEAD 28% | TAIL 2% | B/ATR 0.6
2015-04-14 | Bear | 56.75 / -0.7% | HEAD 65% | TAIL 43% | B/ATR 0.4
2015-04-15 | Bull | 58.5 / 2.4% | HEAD 14% | TAIL 9% | B/ATR 1.4
2015-04-16 | Bull | 58.41 / 0.5% | HEAD 61% | TAIL 22% | B/ATR 0.3
2015-04-17 | Bear | 57.33 / -0.9% | HEAD 71% | TAIL 25% | B/ATR 0.5
2015-04-20 | Bull | 58.17 / 1.0% | HEAD 63% | TAIL 0% | B/ATR 0.6
2015-04-21 | Bear | 58.16 / -1.2% | HEAD 0% | TAIL 18% | B/ATR 0.7
2015-04-22 | Bull | 58.73 / 0.3% | HEAD 68% | TAIL 300% | B/ATR 0.2
2015-04-23 | Bull | 54.72 / 0.8% | HEAD 50% | TAIL 88% | B/ATR 0.4
2015-04-24 | Bull | 54.73 / 0.1% | HEAD 200% | TAIL 1100% | B/ATR 0.1
2015-04-27 | Bull | 55.56 / 0.4% | HEAD 308% | TAIL 96% | B/ATR 0.2
2015-04-28 | Bear | 55.09 / -0.4% | HEAD 95% | TAIL 205% | B/ATR 0.2
2015-04-29 | Bull | 55.02 / 0.6% | HEAD 86% | TAIL 86% | B/ATR 0.3
2015-04-30 | Bear | 54.21 / -1.3% | HEAD 34% | TAIL 41% | B/ATR 0.7
2015-05-01 | Bull | 55.31 / 1.1% | HEAD 20% | TAIL 48% | B/ATR 0.6
2015-05-04 | Bear | 55.295 / -0.0% | HEAD 3100% | TAIL 2850% | B/ATR 0.0
2015-05-05 | Bear | 54.01 / -1.7% | HEAD 6% | TAIL 16% | B/ATR 0.9
2015-05-06 | Bear | 53.7 / -0.8% | HEAD 98% | TAIL 84% | B/ATR 0.4
2015-05-07 | Bull | 54.06 / 0.2% | HEAD 378% | TAIL 167% | B/ATR 0.1
2015-05-08 | Bull | 54.7 / 0.4% | HEAD 235% | TAIL 80% | B/ATR 0.2
2015-05-11 | Bear | 54.44 / -0.3% | HEAD 72% | TAIL 72% | B/ATR 0.2
2015-05-12 | Bear | 54.165 / -0.1% | HEAD 1107% | TAIL 1200% | B/ATR 0.0
2015-05-13 | Bull | 54.69 / 1.0% | HEAD 51% | TAIL 6% | B/ATR 0.5
2015-05-14 | Bull | 55.605 / 0.9% | HEAD 53% | TAIL 25% | B/ATR 0.5
2015-05-15 | Bear | 55.61 / -0.5% | HEAD 34% | TAIL 117% | B/ATR 0.3
2015-05-18 | Bull | 55.79 / 0.5% | HEAD 39% | TAIL 82% | B/ATR 0.3
2015-05-19 | Bear | 55.78 / -0.2% | HEAD 218% | TAIL 195% | B/ATR 0.1
2015-05-20 | Bear | 55.63 / -0.3% | HEAD 256% | TAIL 39% | B/ATR 0.2
2015-05-21 | Bear | 55.5 / -0.0% | HEAD 4900% | TAIL 2400% | B/ATR 0.0
2015-05-22 | Bull | 55.365 / 0.2% | HEAD 174% | TAIL 0% | B/ATR 0.1
2015-05-26 | Bear | 54.56 / -1.2% | HEAD 0% | TAIL 52% | B/ATR 0.7
2015-05-27 | Bull | 55.97 / 2.3% | HEAD 21% | TAIL 10% | B/ATR 1.2
2015-05-28 | Bear | 55.91 / -0.1% | HEAD 989% | TAIL 422% | B/ATR 0.0
2015-05-29 | Bear | 55.92 / -0.2% | HEAD 320% | TAIL 350% | B/ATR 0.1
2015-06-01 | Bull | 55.71 / 0.0% | HEAD 6300% | TAIL 2800% | B/ATR 0.0
2015-06-02 | Bear | 55.25 / -0.3% | HEAD 106% | TAIL 218% | B/ATR 0.2
2015-06-03 | Bear | 54.885 / -1.0% | HEAD 21% | TAIL 11% | B/ATR 0.6
2015-06-04 | Bear | 53.98 / -1.2% | HEAD 32% | TAIL 22% | B/ATR 0.7
2015-06-05 | Bear | 53.785 / -0.4% | HEAD 144% | TAIL 105% | B/ATR 0.2
2015-06-08 | Bear | 52.82 / -1.6% | HEAD 6% | TAIL 14% | B/ATR 0.8
2015-06-09 | Bull | 52.915 / 0.1% | HEAD 500% | TAIL 533% | B/ATR 0.1
2015-06-10 | Bull | 54.19 / 2.0% | HEAD 19% | TAIL 21% | B/ATR 1.0
2015-06-11 | Bear | 53.64 / -1.0% | HEAD 17% | TAIL 13% | B/ATR 0.5
2015-06-12 | Bear | 53.01 / -0.6% | HEAD 47% | TAIL 6% | B/ATR 0.3
2015-06-15 | Bull | 53.045 / 1.1% | HEAD 11% | TAIL 22% | B/ATR 0.6
2015-06-16 | Bull | 53.09 / 0.3% | HEAD 61% | TAIL 139% | B/ATR 0.2
2015-06-17 | Bear | 53.29 / -0.0% | HEAD 1100% | TAIL 2100% | B/ATR 0.0
2015-06-18 | Bull | 54.22 / 1.4% | HEAD 20% | TAIL 19% | B/ATR 0.7
2015-06-19 | Bull | 54.51 / 0.5% | HEAD 31% | TAIL 273% | B/ATR 0.3
2015-06-22 | Bull | 55.5 / 1.6% | HEAD 2% | TAIL 0% | B/ATR 0.9
2015-06-23 | Bear | 54.83 / -0.9% | HEAD 60% | TAIL 25% | B/ATR 0.5
2015-06-24 | Bear | 53.99 / -1.2% | HEAD 24% | TAIL 9% | B/ATR 0.7
2015-06-25 | Bear | 53.795 / -0.8% | HEAD 44% | TAIL 13% | B/ATR 0.4
2015-06-26 | Bear | 52.9 / -0.9% | HEAD 83% | TAIL 96% | B/ATR 0.5
2015-06-29 | Bear | 51.52 / -2.0% | HEAD 10% | TAIL 5% | B/ATR 1.0
2015-06-30 | Bear | 51.51 / -0.9% | HEAD 2% | TAIL 45% | B/ATR 0.5
2015-07-01 | Bear | 51.91 / -0.5% | HEAD 67% | TAIL 62% | B/ATR 0.2
2015-07-02 | Bear | 51.97 / -0.4% | HEAD 23% | TAIL 91% | B/ATR 0.2
2015-07-06 | Bear | 51.39 / -0.1% | HEAD 940% | TAIL 550% | B/ATR 0.1
2015-07-07 | Bear | 51.21 / -0.2% | HEAD 150% | TAIL 1230% | B/ATR 0.1
2015-07-08 | Bear | 49.53 / -2.2% | HEAD 6% | TAIL 6% | B/ATR 1.1
2015-07-09 | Bear | 48.11 / -3.9% | HEAD 18% | TAIL 1% | B/ATR 1.9
2015-07-10 | Bull | 49.01 / 0.2% | HEAD 325% | TAIL 419% | B/ATR 0.1
2015-07-13 | Bull | 49.33 / 0.3% | HEAD 169% | TAIL 154% | B/ATR 0.1
2015-07-14 | Bull | 49.76 / 0.7% | HEAD 65% | TAIL 22% | B/ATR 0.4
2015-07-15 | Bull | 49.49 / 0.5% | HEAD 119% | TAIL 31% | B/ATR 0.3
2015-07-16 | Bear | 49.36 / -0.2% | HEAD 142% | TAIL 483% | B/ATR 0.1
2015-07-17 | Bull | 49.36 / 0.2% | HEAD 100% | TAIL 556% | B/ATR 0.1
2015-07-20 | Bear | 50.09 / -1.9% | HEAD 0% | TAIL 27% | B/ATR 1.0
2015-07-21 | Bull | 50.23 / 0.4% | HEAD 425% | TAIL 65% | B/ATR 0.2
2015-07-22 | Bull | 49.3 / 2.1% | HEAD 34% | TAIL 30% | B/ATR 1.0
2015-07-23 | Bull | 50.51 / 1.3% | HEAD 112% | TAIL 38% | B/ATR 0.7
2015-07-24 | Bear | 49.03 / -2.9% | HEAD 6% | TAIL 10% | B/ATR 1.4
2015-07-27 | Bull | 49.03 / 0.3% | HEAD 220% | TAIL 273% | B/ATR 0.1
2015-07-28 | Bull | 50.08 / 1.9% | HEAD 53% | TAIL 32% | B/ATR 0.9
2015-07-29 | Bull | 49.96 / 0.5% | HEAD 98% | TAIL 225% | B/ATR 0.2
2015-07-30 | Bull | 50.24 / 1.3% | HEAD 29% | TAIL 14% | B/ATR 0.6
2015-07-31 | Bear | 49.98 / -0.8% | HEAD 0% | TAIL 42% | B/ATR 0.4
2015-08-03 | Bull | 50.09 / 0.0% | HEAD 1450% | TAIL 3800% | B/ATR 0.0
2015-08-04 | Bear | 49.84 / -0.7% | HEAD 56% | TAIL 137% | B/ATR 0.3
2015-08-05 | Bull | 50.855 / 1.5% | HEAD 36% | TAIL 5% | B/ATR 0.7
2015-08-06 | Bear | 50.25 / -1.0% | HEAD 29% | TAIL 80% | B/ATR 0.5
2015-08-07 | Bull | 50.32 / 1.0% | HEAD 12% | TAIL 35% | B/ATR 0.5
2015-08-10 | Bear | 52.08 / -0.3% | HEAD 131% | TAIL 644% | B/ATR 0.2
2015-08-11 | Bear | 50.64 / -1.7% | HEAD 1% | TAIL 33% | B/ATR 0.9
2015-08-12 | Bull | 51.11 / 1.8% | HEAD 27% | TAIL 42% | B/ATR 0.9
2015-08-13 | Bear | 50.63 / -1.0% | HEAD 28% | TAIL 20% | B/ATR 0.5
2015-08-14 | Bull | 50.64 / 0.3% | HEAD 139% | TAIL 314% | B/ATR 0.1
2015-08-17 | Bull | 50.9 / 0.9% | HEAD 29% | TAIL 60% | B/ATR 0.4
2015-08-18 | Bear | 49.91 / -1.1% | HEAD 56% | TAIL 44% | B/ATR 0.5
2015-08-19 | Bear | 49.2 / -1.9% | HEAD 2% | TAIL 17% | B/ATR 0.9
2015-08-20 | Bear | 47.43 / -2.5% | HEAD 11% | TAIL 5% | B/ATR 1.2
2015-08-21 | Bear | 45.96 / -2.1% | HEAD 67% | TAIL 0% | B/ATR 1.0
2015-08-24 | Bear | 44.89 / -0.3% | HEAD 1554% | TAIL 877% | B/ATR 0.1
2015-08-25 | Bear | 43.52 / -5.4% | HEAD 12% | TAIL 1% | B/ATR 2.4
2015-08-26 | Bull | 45.41 / 1.3% | HEAD 10% | TAIL 186% | B/ATR 0.5
2015-08-27 | Bull | 47.06 / 2.8% | HEAD 7% | TAIL 22% | B/ATR 1.2
2015-08-28 | Bull | 47.99 / 2.5% | HEAD 1% | TAIL 30% | B/ATR 1.1
2015-08-31 | Bull | 47.84 / 0.2% | HEAD 661% | TAIL 489% | B/ATR 0.1
2015-09-01 | Bear | 46.34 / -0.1% | HEAD 1950% | TAIL 550% | B/ATR 0.1
2015-09-02 | Bull | 47.35 / 0.2% | HEAD 0% | TAIL 755% | B/ATR 0.1
2015-09-03 | Bear | 47.46 / -0.4% | HEAD 167% | TAIL 86% | B/ATR 0.2
2015-09-04 | Bear | 46.53 / -0.3% | HEAD 313% | TAIL 75% | B/ATR 0.1
2015-09-08 | Bull | 48.69 / 2.2% | HEAD 7% | TAIL 8% | B/ATR 1.0
2015-09-09 | Bear | 47.61 / -2.9% | HEAD 43% | TAIL 10% | B/ATR 1.3
2015-09-10 | Bull | 47.41 / 0.1% | HEAD 1100% | TAIL 925% | B/ATR 0.0
2015-09-11 | Bull | 47.57 / 0.8% | HEAD 16% | TAIL 104% | B/ATR 0.3
2015-09-14 | Bear | 47.83 / -0.1% | HEAD 313% | TAIL 700% | B/ATR 0.0
2015-09-15 | Bull | 48.3 / 0.6% | HEAD 147% | TAIL 113% | B/ATR 0.3
2015-09-16 | Bull | 48.7 / 0.8% | HEAD 18% | TAIL 143% | B/ATR 0.3
2015-09-17 | Bear | 48.15 / -1.0% | HEAD 83% | TAIL 12% | B/ATR 0.4
2015-09-18 | Bull | 47.8 / 0.1% | HEAD 1670% | TAIL 1300% | B/ATR 0.0
2015-09-21 | Bear | 47.45 / -0.9% | HEAD 50% | TAIL 95% | B/ATR 0.4
2015-09-22 | Bear | 46.61 / -0.1% | HEAD 443% | TAIL 471% | B/ATR 0.1
2015-09-23 | Bear | 46.58 / -0.1% | HEAD 633% | TAIL 1050% | B/ATR 0.0
2015-09-24 | Bull | 46.75 / 1.3% | HEAD 29% | TAIL 145% | B/ATR 0.5
2015-09-25 | Bull | 47.17 / 0.3% | HEAD 253% | TAIL 147% | B/ATR 0.1
2015-09-28 | Bear | 46.95 / -0.2% | HEAD 390% | TAIL 70% | B/ATR 0.1
2015-09-29 | Bull | 47.53 / 0.8% | HEAD 22% | TAIL 100% | B/ATR 0.3
2015-09-30 | Bull | 49.52 / 3.0% | HEAD 2% | TAIL 12% | B/ATR 1.2
2015-10-01 | Bear | 48.44 / -2.8% | HEAD 2% | TAIL 39% | B/ATR 1.2
2015-10-02 | Bull | 48.77 / 2.1% | HEAD 2% | TAIL 67% | B/ATR 0.9
2015-10-05 | Bull | 50.13 / 2.0% | HEAD 28% | TAIL 13% | B/ATR 0.9
2015-10-06 | Bull | 50.46 / 0.7% | HEAD 55% | TAIL 273% | B/ATR 0.3
2015-10-07 | Bull | 51.04 / 0.1% | HEAD 1400% | TAIL 1725% | B/ATR 0.0
2015-10-08 | Bull | 51.52 / 1.7% | HEAD 2% | TAIL 38% | B/ATR 0.7
2015-10-09 | Bear | 50.87 / -0.9% | HEAD 85% | TAIL 48% | B/ATR 0.4
2015-10-12 | Bull | 51.34 / 1.2% | HEAD 13% | TAIL 28% | B/ATR 0.5
2015-10-13 | Bear | 50.91 / -0.2% | HEAD 537% | TAIL 125% | B/ATR 0.1
2015-10-14 | Bull | 52.65 / 3.0% | HEAD 32% | TAIL 5% | B/ATR 1.3
2015-10-15 | Bear | 52.43 / -1.0% | HEAD 29% | TAIL 23% | B/ATR 0.4
2015-10-16 | Bull | 52.57 / 0.5% | HEAD 32% | TAIL 104% | B/ATR 0.2
2015-10-19 | Bull | 52.64 / 0.2% | HEAD 363% | TAIL 400% | B/ATR 0.1
2015-10-20 | Bear | 52.43 / -0.0% | HEAD 750% | TAIL 1250% | B/ATR 0.0
2015-10-21 | Bear | 51.9 / -1.3% | HEAD 88% | TAIL 14% | B/ATR 0.6
2015-10-22 | Bull | 58.09 / 3.5% | HEAD 2% | TAIL 18% | B/ATR 1.7
2015-10-23 | Bull | 58.98 / 1.4% | HEAD 83% | TAIL 70% | B/ATR 0.7
2015-10-26 | Bear | 58.81 / -0.2% | HEAD 367% | TAIL 456% | B/ATR 0.1
2015-10-27 | Bull | 58.42 / 0.1% | HEAD 3017% | TAIL 567% | B/ATR 0.0
2015-10-28 | Bull | 58.67 / 0.3% | HEAD 73% | TAIL 887% | B/ATR 0.1
2015-10-29 | Bear | 56.57 / -2.0% | HEAD 8% | TAIL 22% | B/ATR 1.0
2015-10-30 | Bear | 56.72 / -0.5% | HEAD 4% | TAIL 119% | B/ATR 0.2
2015-11-02 | Bull | 56.99 / 0.2% | HEAD 222% | TAIL 211% | B/ATR 0.1
2015-11-03 | Bull | 57.15 / 0.3% | HEAD 175% | TAIL 113% | B/ATR 0.1
2015-11-04 | Bear | 56.95 / -0.5% | HEAD 77% | TAIL 58% | B/ATR 0.2
2015-11-05 | Bull | 57.4 / 0.7% | HEAD 85% | TAIL 43% | B/ATR 0.3
2015-11-06 | Bull | 57.63 / 0.7% | HEAD 57% | TAIL 145% | B/ATR 0.3
2015-11-09 | Bear | 57.21 / -0.0% | HEAD 2100% | TAIL 1775% | B/ATR 0.0
2015-11-10 | Bull | 57.03 / 1.0% | HEAD 35% | TAIL 20% | B/ATR 0.4
2015-11-11 | Bull | 57.6 / 0.2% | HEAD 700% | TAIL 331% | B/ATR 0.1
2015-11-12 | Bear | 56.67 / -0.8% | HEAD 48% | TAIL 2% | B/ATR 0.4
2015-11-13 | Bear | 56.13 / -1.0% | HEAD 83% | TAIL 22% | B/ATR 0.4
2015-11-16 | Bull | 56.875 / 1.5% | HEAD 2% | TAIL 2% | B/ATR 0.7
2015-11-17 | Bull | 57.07 / 0.3% | HEAD 241% | TAIL 88% | B/ATR 0.1
2015-11-18 | Bull | 57.96 / 1.3% | HEAD 7% | TAIL 44% | B/ATR 0.6
2015-11-19 | Bear | 57.95 / -0.3% | HEAD 127% | TAIL 300% | B/ATR 0.1
2015-11-20 | Bear | 58.12 / -0.4% | HEAD 0% | TAIL 135% | B/ATR 0.2
2015-11-23 | Bear | 57.35 / -1.5% | HEAD 6% | TAIL 5% | B/ATR 0.7
2015-11-24 | Bull | 57.85 / 1.0% | HEAD 18% | TAIL 80% | B/ATR 0.5
2015-11-25 | Bear | 57.27 / -1.0% | HEAD 2% | TAIL 7% | B/ATR 0.5
2015-11-27 | Bull | 57.55 / 0.5% | HEAD 81% | TAIL 100% | B/ATR 0.2
2015-11-30 | Bull | 58.12 / 0.9% | HEAD 44% | TAIL 24% | B/ATR 0.4
2015-12-01 | Bull | 58.31 / 1.5% | HEAD 64% | TAIL 6% | B/ATR 0.7
2015-12-02 | Bear | 57.55 / -1.1% | HEAD 20% | TAIL 17% | B/ATR 0.5
2015-12-03 | Bear | 57.69 / -0.5% | HEAD 89% | TAIL 204% | B/ATR 0.2
2015-12-04 | Bull | 58.88 / 2.4% | HEAD 6% | TAIL 2% | B/ATR 1.1
2015-12-07 | Bear | 58.35 / -0.8% | HEAD 7% | TAIL 53% | B/ATR 0.4
2015-12-08 | Bear | 57.67 / -0.2% | HEAD 167% | TAIL 722% | B/ATR 0.1
2015-12-09 | Bear | 56.76 / -1.3% | HEAD 23% | TAIL 64% | B/ATR 0.6
2015-12-10 | Bear | 56.93 / -0.1% | HEAD 980% | TAIL 600% | B/ATR 0.0
2015-12-11 | Bull | 56.21 / 0.1% | HEAD 779% | TAIL 57% | B/ATR 0.1
2015-12-14 | Bear | 56.22 / -0.4% | HEAD 117% | TAIL 170% | B/ATR 0.2
2015-12-15 | Bull | 57.55 / 0.4% | HEAD 156% | TAIL 180% | B/ATR 0.2
2015-12-16 | Bear | 58.07 / -0.3% | HEAD 0% | TAIL 616% | B/ATR 0.2
2015-12-17 | Bear | 56.53 / -2.9% | HEAD 3% | TAIL 2% | B/ATR 1.4
2015-12-18 | Bear | 54.94 / -2.0% | HEAD 41% | TAIL 13% | B/ATR 0.9
2015-12-21 | Bull | 55.82 / 0.8% | HEAD 2% | TAIL 89% | B/ATR 0.4
2015-12-22 | Bear | 55.61 / -1.0% | HEAD 40% | TAIL 69% | B/ATR 0.5
2015-12-23 | Bull | 56.7 / 1.1% | HEAD 2% | TAIL 139% | B/ATR 0.5
2015-12-24 | Bear | 56.75 / -0.4% | HEAD 0% | TAIL 100% | B/ATR 0.2
2015-12-28 | Bull | 56.42 / 0.0% | HEAD 2500% | TAIL 6400% | B/ATR 0.0
2015-12-29 | Bull | 57.02 / 0.5% | HEAD 156% | TAIL 122% | B/ATR 0.2
2015-12-30 | Bear | 56.16 / -1.5% | HEAD 19% | TAIL 8% | B/ATR 0.7
2015-12-31 | Bear | 54.81 / -2.2% | HEAD 20% | TAIL 0% | B/ATR 1.0
2016-01-04 | Bull | 54.34 / 1.5% | HEAD 0% | TAIL 23% | B/ATR 0.7
2016-01-05 | Bear | 53.77 / -0.9% | HEAD 40% | TAIL 44% | B/ATR 0.4
2016-01-06 | Bull | 53.42 / 0.9% | HEAD 100% | TAIL 49% | B/ATR 0.4
2016-01-07 | Bear | 51.7 / -1.3% | HEAD 80% | TAIL 48% | B/ATR 0.6
2016-01-08 | Bear | 50.36 / -2.3% | HEAD 40% | TAIL 10% | B/ATR 1.0
2016-01-11 | Bull | 51.21 / 0.7% | HEAD 76% | TAIL 92% | B/ATR 0.3
2016-01-12 | Bear | 51.53 / -0.4% | HEAD 55% | TAIL 353% | B/ATR 0.2
2016-01-13 | Bear | 49.82 / -3.3% | HEAD 17% | TAIL 1% | B/ATR 1.4
2016-01-14 | Bull | 50.03 / 0.1% | HEAD 1280% | TAIL 892% | B/ATR 0.0
2016-01-15 | Bull | 48.03 / 0.3% | HEAD 471% | TAIL 829% | B/ATR 0.1
2016-01-19 | Bear | 48.22 / -0.8% | HEAD 78% | TAIL 103% | B/ATR 0.3
2016-01-20 | Bull | 49.01 / 2.3% | HEAD 25% | TAIL 47% | B/ATR 0.9
2016-01-21 | Bull | 49.83 / 0.3% | HEAD 603% | TAIL 382% | B/ATR 0.1
2016-01-22 | Bear | 50.3 / -1.1% | HEAD 72% | TAIL 30% | B/ATR 0.5
2016-01-25 | Bear | 50.08 / -0.5% | HEAD 243% | TAIL 30% | B/ATR 0.2
2016-01-26 | Bull | 50.7 / 0.6% | HEAD 112% | TAIL 109% | B/ATR 0.3
2016-01-27 | Bull | 50.67 / 0.5% | HEAD 344% | TAIL 169% | B/ATR 0.2
2016-01-28 | Bull | 51.13 / 0.9% | HEAD 193% | TAIL 64% | B/ATR 0.4
2016-01-29 | Bull | 52.93 / 3.1% | HEAD 1% | TAIL 20% | B/ATR 1.3
2016-02-01 | Bull | 52.83 / 1.0% | HEAD 83% | TAIL 0% | B/ATR 0.4
2016-02-02 | Bear | 50.64 / -2.8% | HEAD 26% | TAIL 0% | B/ATR 1.2
2016-02-03 | Bull | 50.25 / 0.2% | HEAD 460% | TAIL 1050% | B/ATR 0.1
2016-02-04 | Bull | 51.26 / 1.6% | HEAD 45% | TAIL 56% | B/ATR 0.7
2016-02-05 | Bear | 49.88 / -2.6% | HEAD 16% | TAIL 28% | B/ATR 1.1
2016-02-08 | Bull | 50.9 / 3.3% | HEAD 20% | TAIL 10% | B/ATR 1.3
2016-02-09 | Bull | 50.68 / 0.3% | HEAD 633% | TAIL 293% | B/ATR 0.1
2016-02-10 | Bear | 50.75 / -1.1% | HEAD 63% | TAIL 28% | B/ATR 0.5
2016-02-11 | Bull | 50.38 / 1.1% | HEAD 75% | TAIL 21% | B/ATR 0.4
2016-02-12 | Bull | 51.14 / 0.2% | HEAD 325% | TAIL 1338% | B/ATR 0.1
2016-02-16 | Bull | 52.54 / 2.7% | HEAD 16% | TAIL 0% | B/ATR 1.1
2016-02-17 | Bull | 53.69 / 1.4% | HEAD 4% | TAIL 32% | B/ATR 0.6
2016-02-18 | Bear | 53.06 / -1.1% | HEAD 31% | TAIL 10% | B/ATR 0.5
2016-02-19 | Bear | 52.76 / -0.1% | HEAD 157% | TAIL 500% | B/ATR 0.1
2016-02-22 | Bull | 53.3 / 0.0% | HEAD 2800% | TAIL 2400% | B/ATR 0.0
2016-02-23 | Bear | 52.24 / -1.5% | HEAD 42% | TAIL 15% | B/ATR 0.6
2016-02-24 | Bull | 52.46 / 1.2% | HEAD 19% | TAIL 83% | B/ATR 0.5
2016-02-25 | Bull | 53.11 / 0.6% | HEAD 0% | TAIL 317% | B/ATR 0.2
2016-02-26 | Bear | 53.3 / -0.4% | HEAD 5% | TAIL 100% | B/ATR 0.1
2016-02-29 | Bear | 53.02 / -0.7% | HEAD 112% | TAIL 13% | B/ATR 0.3
2016-03-01 | Bull | 54.22 / 1.4% | HEAD 0% | TAIL 63% | B/ATR 0.6
2016-03-02 | Bull | 54.42 / 0.1% | HEAD 268% | TAIL 450% | B/ATR 0.1
2016-03-03 | Bull | 54.87 / 0.5% | HEAD 21% | TAIL 186% | B/ATR 0.2
2016-03-04 | Bear | 54.89 / -0.2% | HEAD 245% | TAIL 445% | B/ATR 0.1
2016-03-07 | Bull | 55.49 / 1.7% | HEAD 5% | TAIL 5% | B/ATR 0.8
2016-03-08 | Bear | 54.53 / -0.8% | HEAD 35% | TAIL 24% | B/ATR 0.4
2016-03-09 | Bull | 54.75 / 0.1% | HEAD 780% | TAIL 320% | B/ATR 0.0
2016-03-10 | Bull | 55.49 / 0.1% | HEAD 375% | TAIL 2088% | B/ATR 0.0
2016-03-11 | Bull | 56.06 / 0.2% | HEAD 115% | TAIL 138% | B/ATR 0.1
2016-03-14 | Bear | 55.61 / -0.3% | HEAD 105% | TAIL 184% | B/ATR 0.2
2016-03-15 | Bull | 55.73 / 0.6% | HEAD 3% | TAIL 113% | B/ATR 0.2
2016-03-16 | Bull | 56.14 / 0.8% | HEAD 32% | TAIL 80% | B/ATR 0.4
2016-03-17 | Bull | 56.6 / 1.2% | HEAD 31% | TAIL 2% | B/ATR 0.5
2016-03-18 | Bull | 57.09 / 0.5% | HEAD 53% | TAIL 90% | B/ATR 0.2
2016-03-21 | Bull | 57.02 / 0.2% | HEAD 25% | TAIL 425% | B/ATR 0.1
2016-03-22 | Bull | 56.9 / 0.3% | HEAD 188% | TAIL 138% | B/ATR 0.1
2016-03-23 | Bear | 56.6 / -0.6% | HEAD 5% | TAIL 14% | B/ATR 0.3
2016-03-24 | Bull | 56.7 / 0.4% | HEAD 14% | TAIL 143% | B/ATR 0.2
2016-03-28 | Bear | 56.52 / -0.9% | HEAD 19% | TAIL 34% | B/ATR 0.4
2016-03-29 | Bull | 57.41 / 1.7% | HEAD 11% | TAIL 40% | B/ATR 0.8
2016-03-30 | Bull | 58.37 / 1.1% | HEAD 64% | TAIL 23% | B/ATR 0.5
2016-03-31 | Bear | 57.42 / -1.2% | HEAD 13% | TAIL 7% | B/ATR 0.6
2016-04-01 | Bull | 57.94 / 0.8% | HEAD 13% | TAIL 80% | B/ATR 0.4
